Type,Date,Deliv Date,Num,Source-Name,Job-Sales Number,Item,Qty,Rcvd,Cost-Price,Amount,Item-Description,Open-Balance,Other,QT1,QT2,AT
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"2977N119 (Rounded Machine Key 316 Stainless Steel, 7 mm x 8 mm, 35 mm Long)",16,16,6.04,96.64,"Rounded Machine Key 316 Stainless Steel, 7 mm x 8 mm, 35 mm Long",0,", 6x412.305, 6x422.305, 2x512",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"3088A064 (1008-1010 Carbon Steel Ring Shims 0.5 mm Thick, 8 mm ID, 100pk)",1,1,9.43,9.43,"1008-1010 Carbon Steel Ring Shims 0.5 mm Thick, 8 mm ID, 100pk",0,", 4x341.324, 4x346.312,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"3088A07 (1008-1010 Carbon Steel Ring Shims 0.5 mm Thick, 20 mm ID, 50k)",1,1,11.43,11.43,"1008-1010 Carbon Steel Ring Shims 0.5 mm Thick, 20 mm ID, 50k",0,", 6x341.322,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"3088A302 (1008-1010 Carbon Steel Ring Shims, 2 mm Thick, 20 mm ID, 25pk)",4,4,9,36,"1008-1010 Carbon Steel Ring Shims, 2 mm Thick, 20 mm ID, 25pk",0,", 96x414.305,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"3185K64 (Continuous-Flex Plastic Conduit Fitting Straight, for 0.84"" OD Snap-in Female x 1/2 NPT...",2,2,7.25,14.5,"Continuous-Flex Plastic Conduit Fitting Straight, for 0.84"" OD Snap-in Female x 1/2 NPT Male",0,", 2x342.319,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,4322K153 (High-Polish Quick-Clamp Sanitary Tube Fitting 304 Stainless Steel Clamp with Wing Nut ...,2,2,13.99,27.98,"High-Polish Quick-Clamp Sanitary Tube Fitting 304 Stainless Steel Clamp with Wing Nut for 2"" Tub...",0,", 2x342.306,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"5233T699 (High-Temperature†Silicone†O-Ring 2.5 mm Wide, 30 mm ID)",1,1,7.59,7.59,"High-Temperature†Silicone†O-Ring 2.5 mm Wide, 30 mm ID",0,", 1x650.316,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"57445K442 (Clamping Shaft Collar for 8 mm Shaft Diameter, Zinc Plated 1215 Carbon Steel)",5,5,10.36,51.8,"Clamping Shaft Collar for 8 mm Shaft Diameter, Zinc Plated 1215 Carbon Steel",0,", 4x341.314, 1x640.325,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"5972K165 (Ball Bearing Shielded, Trade No. 6901-2Z, for 12 mm Shaft Diameter)",15,15,14.29,214.35,"Ball Bearing Shielded, Trade No. 6901-2Z, for 12 mm Shaft Diameter",0,", 2x140.306, 1x141.304, 4x242",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"5972K323 (Ball Bearing Shielded, Trade No. 6001-2Z, for 12 mm Shaft Diameter)",27,27,8.42,227.34,"Ball Bearing Shielded, Trade No. 6001-2Z, for 12 mm Shaft Diameter",0,", 1x341.325, 24x470.303, 1x53",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"5972K84 (Ball Bearing Sealed, Trade No. 6003-2RS, for 17 mm Shaft Diameter)",6,6,10.43,62.58,"Ball Bearing Sealed, Trade No. 6003-2RS, for 17 mm Shaft Diameter",0,", 6x250.304,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"5972K91 (Ball Bearing Open, Trade Number 608, for 8 mm Shaft Diameter)",42,42,4.82,202.44,"Ball Bearing Open, Trade Number 608, for 8 mm Shaft Diameter",0,", 16x241.311, 12x341.320, 8x3",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"6056N21 (Carbon Steel Set Screw Collar for 12 mm Shaft Diameter, DIN 705)",7,7,2.8,19.6,"Carbon Steel Set Screw Collar for 12 mm Shaft Diameter, DIN 705",0,", 5x140.309, 2x250.306,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"60645K351 (Steel Ball Joint Rod End 7/16""-20 RH Female Shank, 7/16"" Ball ID, 15/16"" L Thrd)",4,4,5.8,23.2,"Steel Ball Joint Rod End 7/16""-20 RH Female Shank, 7/16"" Ball ID, 15/16"" L Thrd",0,", 4x216.305,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"60845K330 (Two-Piece Clamp-on Rigid Shaft Coupling without Keyway for 1/2"" x 1/2"" Diameter Shaft...",1,1,59.61,59.61,"Two-Piece Clamp-on Rigid Shaft Coupling without Keyway for 1/2"" x 1/2"" Diameter Shaft, Steel",0,", 1x640.318,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"6153K22 (Stainless Steel Ball Bearing Shielded, Trade No. 698-2Z, for 8 mm Shaft Diameter)",2,2,14.33,28.66,"Stainless Steel Ball Bearing Shielded, Trade No. 698-2Z, for 8 mm Shaft Diameter",0,", 2x140.307,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"62645K38 (Flange-Mounted Shaft Support for 12 mm Shaft Diameter, 1060 Aluminum)",4,4,20.42,81.68,"Flange-Mounted Shaft Support for 12 mm Shaft Diameter, 1060 Aluminum",0,", 4x342.315,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"6767N113 (Linear Motion Shaft 1566 Carbon Steel, 12 mm Diameter, 250 mm Long)",4,4,9.17,36.68,"Linear Motion Shaft 1566 Carbon Steel, 12 mm Diameter, 250 mm Long",0,", 4x342.317,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"7162K62 (Turn-Lock Connector, Three-Blade Straight Plug, Grounded, NEMA L7-30)",6,6,31.33,187.98,"Turn-Lock Connector, Three-Blade Straight Plug, Grounded, NEMA L7-30",0,", 6x473.303,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"7162K64 (Turn-Lock Connector 3-Slot Single Female Receptacle, Grounded, NEMA L7-30)",10,10,33.19,331.9,"Turn-Lock Connector 3-Slot Single Female Receptacle, Grounded, NEMA L7-30",0,", 6x473.301, 2x514.301, 2x515",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"8903T11 (Mil. Spec. Signal/Power Connector Plug, Internal Thread, 2 Poles, MS3106F10SL-4P)",2,2,48.26,96.52,"Mil. Spec. Signal/Power Connector Plug, Internal Thread, 2 Poles, MS3106F10SL-4P",0,", 2x342.307,",,,
Purchase Order,8/24/23,8/28/23,55087,McMaster-Carr Supply Co.,GF12,"8903T41 (Mil. Spec. Signal/Power Connector Receptacle, External Thread, 2 Poles, MS3102R10SL-4S)",2,2,16.36,32.72,"Mil. Spec. Signal/Power Connector Receptacle, External Thread, 2 Poles, MS3102R10SL-4S",0,", 2x342.308,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90024A050 (18-8 Stainless Steel Threaded Rod, M4 x 0.7 mm Thread Size, 1 M Long)",2,2,9.4,18.8,"18-8 Stainless Steel Threaded Rod, M4 x 0.7 mm Thread Size, 1 M Long",0,", 110x331.307, 380x342.321, 1",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90154A397 (External Retaining Ring for 17 mm OD, Zinc-Chromate-Plated Spring Steel, PKG 50)",1,1,8.82,8.82,"External Retaining Ring for 17 mm OD, Zinc-Chromate-Plated Spring Steel, PKG 50",0,", 2x250.303,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90154A499 (External Retaining Ring for 21 mm OD, Zinc-Chromate-Plated Spring Steel, 25pk)",1,1,8.69,8.69,"External Retaining Ring for 21 mm OD, Zinc-Chromate-Plated Spring Steel, 25pk",0,", 8x342.316,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90214A418 (316 Stainless Steel Ring Shim 0.5mm Thick, 8mm ID, 10pk)",1,1,12.48,12.48,"316 Stainless Steel Ring Shim 0.5mm Thick, 8mm ID, 10pk",0,", 1x140.311,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90214A428 (316 Stainless Steel Ring Shim 0.5mm Thick, 12mm ID, 10pk)",2,2,12.97,25.94,"316 Stainless Steel Ring Shim 0.5mm Thick, 12mm ID, 10pk",0,", 1x140.310, 15x470.304, 1x53",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90245A175 (Black-Phosphate Steel Key-Locking Inserts with Thin Wall, M10 x 1.5 mm Thread Size)",4,4,5.46,21.84,"Black-Phosphate Steel Key-Locking Inserts with Thin Wall, M10 x 1.5 mm Thread Size",0,", 4x216.313,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90278A541 (18-8 Stainless Steel Precision Shoulder Screw 4 mm Shoulder Diameter, 2 mm Shoulder L...",8,8,5.32,42.56,"18-8 Stainless Steel Precision Shoulder Screw 4 mm Shoulder Diameter, 2 mm Shoulder Length, M3 x...",0,", 8x342.311,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90326A115 (Medium-Strength Steel Thin Hex Nut, Fine-Thread, Zinc-Plated, M10 x 1.25 mm Thread, 1...",1,1,15.75,15.75,"Medium-Strength Steel Thin Hex Nut, Fine-Thread, Zinc-Plated, M10 x 1.25 mm Thread, 100pk",0,", 5x341.317, 2x346.313, 6x470",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90327A157 (Alloy Steel Low-Profile Socket Head Screws Hex Drive, Zinc Plated, M8 x 1.25 mm Threa...",1,1,12.7,12.7,"Alloy Steel Low-Profile Socket Head Screws Hex Drive, Zinc Plated, M8 x 1.25 mm Thread, 20 mm Lo...",0,", 4x343.319, 4x344.319,,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"90373A136 (Extreme-Strength Hex Head Screw Class 12.9 Steel, M20 x 2.5 mm Thread, 50 mm Long)",32,32,7.33,234.56,"Extreme-Strength Hex Head Screw Class 12.9 Steel, M20 x 2.5 mm Thread, 50 mm Long",0,", 32x414.303,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"9056K85 (Multipurpose 6061 Aluminum Round Tube 0.065"" Wall Thickness, 3"" OD x 6"")",2,2,27.21,54.42,"Multipurpose 6061 Aluminum Round Tube 0.065"" Wall Thickness, 3"" OD x 6""",0,", 2x244.302,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91223A418 (316 Stainless Steel Ultra-Low-Profile Socket Head Screw M4 x 0.70 mm Thread, 8 mm Long)",20,20,4.07,81.4,"316 Stainless Steel Ultra-Low-Profile Socket Head Screw M4 x 0.70 mm Thread, 8 mm Long",0,", 4x300.301, 6x332.307, 6x333",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91292A314 (18-8 Stainless Steel Socket Head Screw M3 x 0.50 mm Thread, 55 mm Long, 25pk)",1,1,10.36,10.36,"18-8 Stainless Steel Socket Head Screw M3 x 0.50 mm Thread, 55 mm Long, 25pk",0,", 2x343.315, 2x344.315,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91292A425 (18-8 Stainless Steel Socket Head Screw M6 x 1 mm Thread, 140 mm Long)",16,16,3.82,61.12,"18-8 Stainless Steel Socket Head Screw M6 x 1 mm Thread, 140 mm Long",0,", 8x342.320, 4x343.318, 4x344",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91390A133 (Alloy Steel Cup-Point Set Screw M6 x 1 mm Thread, 20 mm Long, 50pk)",1,1,10.58,10.58,"Alloy Steel Cup-Point Set Screw M6 x 1 mm Thread, 20 mm Long, 50pk",0,", 8x342.310,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91390A552 (Alloy Steel Cup-Point Set Screw M6 x 1 mm Thread, 50 mm Long, 25pk)",4,4,13.62,54.48,"Alloy Steel Cup-Point Set Screw M6 x 1 mm Thread, 50 mm Long, 25pk",0,", 28x413.305, 28x423.305, 8x4",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91455A611 (Zinc-Plated†Class†10.9†Steel†Washer,†M6 Screw Size)",1,1,13.79,13.79,"Zinc-Plated†Class†10.9†Steel†Washer,†M6 Screw Size",0,", 2x654.305, 2x655.303,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,91455A612 (91455A612_Zinc-Plated Class 10.9 Steel Washer for M8),1,1,7.07,7.07,91455A612_Zinc-Plated Class 10.9 Steel Washer for M8,0,", 2x653.306,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91455A613 (Zinc-Plated Class 10.9 Steel Washer, M10 Screw Size, 50pk)",1,1,12.41,12.41,"Zinc-Plated Class 10.9 Steel Washer, M10 Screw Size, 50pk",0,", 5x341.316, 2x346.310, 6x470",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91595A452 (Alloy Steel Dowel Pin, 6mm Diameter, 20mm Long, PKG 25)",1,1,9.14,9.14,"Alloy Steel Dowel Pin, 6mm Diameter, 20mm Long, PKG 25",0,", 2x654.306,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91595A479 (Dowel Pin 52100 Alloy Steel, 6 mm Diameter, 45 mm Long, 10pk)",2,2,10.41,20.82,"Dowel Pin 52100 Alloy Steel, 6 mm Diameter, 45 mm Long, 10pk",0,", 16x530.316,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91595A579 (Dowel Pin 52100 Alloy Steel, 8 mm Diameter, 50 mm Long, 10pk)",2,2,13.02,26.04,"Dowel Pin 52100 Alloy Steel, 8 mm Diameter, 50 mm Long, 10pk",0,", 8x341.315, 8x640.312,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91595A636 (Alloy Steel Dowel Pin, 10mm Diameter, 16mm Long)",1,1,14.37,14.37,"Alloy Steel Dowel Pin, 10mm Diameter, 16mm Long",0,", 8x740.303,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91595A640 (Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK)",12,12,7.75,93,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",0,", 8x113.303, 4x114.303, 4x115",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91595A649 (Dowel Pin 52100 Alloy Steel, 10 mm Diameter, 30 mm Long, 10pk)",4,4,12.91,51.64,"Dowel Pin 52100 Alloy Steel, 10 mm Diameter, 30 mm Long, 10pk",0,", 24x130.318, 16x230.314,",,,
Purchase Order,8/24/23,8/25/23,55088,McMaster-Carr Supply Co.,GF12,"91611A410 (Slotted Spring Pins Spring Steel, 6mm Diameter, 30mm Long, for 6-6.2mm Hole, 50pk)",1,1,10.92,10.92,"Slotted Spring Pins Spring Steel, 6mm Diameter, 30mm Long, for 6-6.2mm Hole, 50pk",0,", 32x414.301,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"92095A185 (Button Head Hex Drive Screw Passivated 18-8 Stainless Steel, M3 x 0.50 mm Thread, 20m...",1,1,5.3,5.3,"Button Head Hex Drive Screw Passivated 18-8 Stainless Steel, M3 x 0.50 mm Thread, 20mm Long, 50pk",0,", 8x342.322,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"92168A103 (18-8 Stainless Steel Single-Wave Washer for M4 Screw Size, 4.3 mm ID, 9 mm OD, 100pk)",1,1,7.75,7.75,"18-8 Stainless Steel Single-Wave Washer for M4 Screw Size, 4.3 mm ID, 9 mm OD, 100pk",0,", 8x342.312,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"92510A829 (Aluminum Unthreaded Spacer 1"" OD, 1-1/2"" Length, 1/2"" Screw Size)",4,4,10.68,42.72,"Aluminum Unthreaded Spacer 1"" OD, 1-1/2"" Length, 1/2"" Screw Size",0,", 4x216.304,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"92625A135 (Stainless Steel Wing-Head Thumb Screw M6 x 1 mm Thread Size, 50 mm Long)",6,6,5.43,32.58,"Stainless Steel Wing-Head Thumb Screw M6 x 1 mm Thread Size, 50 mm Long",0,", 3x654.307, 3x664.307,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"92661A751 (Aluminum Shim, .063"" Thick, 1"" ID, 1-1/2"" OD, packs of 10)",1,1,8.05,8.05,"Aluminum Shim, .063"" Thick, 1"" ID, 1-1/2"" OD, packs of 10",0,", 4x216.306,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"92981A106 (Alloy Steel Shoulder Screws 6 mm Shoulder Diameter, 40 mm Shoulder Length, M5 x 0.8 m...",4,4,2.1,8.4,"Alloy Steel Shoulder Screws 6 mm Shoulder Diameter, 40 mm Shoulder Length, M5 x 0.8 mm Thread",0,", 4x216.311,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"92981A405 (Alloy Steel Shoulder Screws 12 mm Shoulder Diameter, 30 mm Shoulder Length, M10 x 1.5...",24,24,4.71,113.04,"Alloy Steel Shoulder Screws 12 mm Shoulder Diameter, 30 mm Shoulder Length, M10 x 1.5 mm Thread",0,", 12x130.319, 4x212.302, 8x23",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"93245A435 (Alloy Steel Flat-Tip Set Screws M8 x 1.25 mm Thread, 6 mm Long)",1,1,11.9,11.9,"Alloy Steel Flat-Tip Set Screws M8 x 1.25 mm Thread, 6 mm Long",0,", 2x650.315,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"93245A440 (Alloy Steel Flat-Tip Set Screws M8 x 1.25 mm Thread, 80 mm Long, 5pk)",4,4,14.77,59.08,"Alloy Steel Flat-Tip Set Screws M8 x 1.25 mm Thread, 80 mm Long, 5pk",0,", 12x130.316, 8x230.315,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"93580A716 (Press-Fit Studs 18-8 Stainless Steel, M5 x 0.8 mm Thread, 15 mm Long, PEM Fhs-M5-15, ...",2,2,11.45,22.9,"Press-Fit Studs 18-8 Stainless Steel, M5 x 0.8 mm Thread, 15 mm Long, PEM Fhs-M5-15, 25pk",0,", 8x332.308, 8x333.308, 16x63",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"93600A822 (316 Stainless Steel Dowel Pin 10mm Diameter, 20mm Long)",8,8,3.09,24.72,"316 Stainless Steel Dowel Pin 10mm Diameter, 20mm Long",0,", 4x331.303, 4x631.303,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"93625A200 (18-8 Stainless Steel Nylon-Insert Locknut M5 x 0.8 mm Thread, 8 mm Wide, 5 mm High, 1...",1,1,8.77,8.77,"18-8 Stainless Steel Nylon-Insert Locknut M5 x 0.8 mm Thread, 8 mm Wide, 5 mm High, 100pk",0,", 8x332.310, 8x333.310, 16x63",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"93680A532 (T-Handle Locking Quick-Release Pin with Lanyard, 10 mm Diameter, 100 mm Usable Length)",6,6,56.87,341.22,"T-Handle Locking Quick-Release Pin with Lanyard, 10 mm Diameter, 100 mm Usable Length",0,", 6x130.320,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"93849A101 (18-8 Stainless Steel Oversized Washer for M3 Screw Size, 3.2 mm ID, 8 mm OD)",8,8,1.14,9.12,"18-8 Stainless Steel Oversized Washer for M3 Screw Size, 3.2 mm ID, 8 mm OD",0,", 4x343.320, 4x344.320,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"94500A266 (316 Stainless Steel Button Head Hex Drive Screws M3 x 0.5mm Thread, 20mm Long, 100pk)",1,1,7.73,7.73,"316 Stainless Steel Button Head Hex Drive Screws M3 x 0.5mm Thread, 20mm Long, 100pk",0,", 4x343.317, 4x344.317,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"94510A250 (MCM 94510A250 Brass Screw to Expand Insert for Plastic, M5x0.8)",1,1,5.88,5.88,"MCM 94510A250 Brass Screw to Expand Insert for Plastic, M5x0.8",0,", 4x632.310, 6x633.310,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,94595A238 (MCM 94595A238 All Threaded Rod M4x0.7 50mm L),1,1,8.59,8.59,MCM 94595A238 All Threaded Rod M4x0.7 50mm L,0,", 2x631.302,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"94669A171 (MCM 94669A171 Al Unthreaded Spacer, M5, 13mm OD, 8mm L)",16,16,1.11,17.76,"MCM 94669A171 Al Unthreaded Spacer, M5, 13mm OD, 8mm L",0,", 4x632.308, 8x633.308, 4x634",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,94669A196 (94669A196_Aluminum Unthreaded Spacer),4,4,2.79,11.16,94669A196_Aluminum Unthreaded Spacer,0,", 4x653.307,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"94669A304 (Aluminum Unthreaded Spacer 4.500 mm OD, 7 mm Long, for M3 Screw Size)",8,8,1.37,10.96,"Aluminum Unthreaded Spacer 4.500 mm OD, 7 mm Long, for M3 Screw Size",0,", 8x342.309,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"94708A213 (Hot-Dipped Galvanized Steel with Neoprene Sealing Washer, for Number 12 Screw Size, 0...",4,4,6.56,26.24,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer, for Number 12 Screw Size, 0.24"" ID, 0....",0,", 288x150.302, 75x210.302, 24",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"95610A019 (Nylon Plastic Washer for M6 Screw Size, 6.5 mm ID, 17.8 mm OD, Off-White, 25pk)",2,2,5.5,11,"Nylon Plastic Washer for M6 Screw Size, 6.5 mm ID, 17.8 mm OD, Off-White, 25pk",0,", 6x332.306, 6x333.306, 4x334",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"95610A160 (NYLON PLASTIC WASHER FOR M5 SCREW SIZE, 5.3 mm ID, 11 mm OD, OFF- WHITE, 100PK)",1,1,6.8,6.8,"NYLON PLASTIC WASHER FOR M5 SCREW SIZE, 5.3 mm ID, 11 mm OD, OFF- WHITE, 100PK",0,", 8x332.309, 8x333.309, 16x63",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"96016A477 (Plastic-Head Thumb Screws, Knurled, M8 x 1.25 mm Thread, 16 mm Long)",2,2,8.47,16.94,"Plastic-Head Thumb Screws, Knurled, M8 x 1.25 mm Thread, 16 mm Long",0,", 4x331.311, 4x631.312,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"96505A118 (Steel Oversized Washer for M12 Screw Size, 12 mm ID, 25 mm OD, 25pk)",1,1,10,10,"Steel Oversized Washer for M12 Screw Size, 12 mm ID, 25 mm OD, 25pk",0,", 6x130.317, 4x230.319,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"97310A113 (MCM 97310A113 Oversized Washer, M5, 15mm OD)",1,1,6.85,6.85,"MCM 97310A113 Oversized Washer, M5, 15mm OD",0,", 4x632.309, 8x633.309, 4x634",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"97713A116 (Steel Hex Head Shoulder Screw 11mm Shoulder Diameter, 48mm Shoulder Length, M10 x 1.5...",4,4,7.14,28.56,"Steel Hex Head Shoulder Screw 11mm Shoulder Diameter, 48mm Shoulder Length, M10 x 1.5mm Thread",0,", 4x216.303,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"97763A428 (18-8 Stainless Steel Round Shim, 0.5mm Thick, 20mm ID, 25pk)",1,1,13.95,13.95,"18-8 Stainless Steel Round Shim, 0.5mm Thick, 20mm ID, 25pk",0,", 4x230.326,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"98089A356 (18-8 Stainless Steel Round Shim, 0.5mm Thick, 20mm ID, 25pk)",1,1,13.95,13.95,"18-8 Stainless Steel Round Shim, 0.5mm Thick, 20mm ID, 25pk",0,", 8x530.307, 4x640.321,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"98320A143 (Zinc-Plated Steel Ring-Grip Quick-Release Pin 1/4"" Diameter, 2-5/16"" Usable Length)",2,2,2.09,4.18,"Zinc-Plated Steel Ring-Grip Quick-Release Pin 1/4"" Diameter, 2-5/16"" Usable Length",0,", 2x342.318,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"9968K36 (External Retaining Ring Black-Phosphate Steel, for 47mm OD)",64,64,4.23,270.72,"External Retaining Ring Black-Phosphate Steel, for 47mm OD",0,", 48x411.302, 16x511.302,",,,
Purchase Order,8/24/23,9/29/23,55073,"AAP Automation, Inc.",GF12,"KQ2W08-U03A (SMC FITTING, EXT MALE ELBOW)",10,10,4.3437,43.44,"SMC FITTING, EXT MALE ELBOW",0,", 8x230.324,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"94669A208 (Aluminum Unthreaded Spacer, 13 mm OD, 51 mm Long, for M6 Screw Size)",4,4,3.28,13.12,"Aluminum Unthreaded Spacer, 13 mm OD, 51 mm Long, for M6 Screw Size",0,", 4x663.307,",,,
Purchase Order,8/24/23,8/25/23,55089,McMaster-Carr Supply Co.,GF12,"94510A045 (Brass Press-Fit Expansion Insert for Plastics without Flange, M5 x 0.8 Internal Threa...",1,1,8.51,8.51,"Brass Press-Fit Expansion Insert for Plastics without Flange, M5 x 0.8 Internal Thread, 9.5mm Lo...",0,", 2x655.302, 2x665.302,",,,
Purchase Order,8/24/23,8/21/23,55075,Elesa USA Corp.,GF12,69823-C9 (Elesa VCT.25 p-M5x20-C9 Lobe knob),4,4,1.06,4.24,Elesa VCT.25 p-M5x20-C9 Lobe knob,0,", 2x655.304, 2x665.304,",,,
Purchase Order,8/24/23,8/28/23,55096,Olympic Metals,GF12,Misc (Misc Item),1,1,157.5,157.5,Misc Item,0,,,,
