Type,Date,Num,Source-Name,Part-Num,Item-Description,Location,Unit-Qty,Unit-Price,Cost,Cat1
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",CDQ2A25-20DZ,"SMC CYL, COMPACT",740.305,4.0,26.89,107.56,Delivery/Cutoff Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",CDQ2WB50-75DZ,SMC Air Cylinder,342.302,2.0,91.72,183.44,Spout Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",CDQ2WB50-75DZ,SMC Air Cylinder,343.302,1.0,91.72,91.72,Spout Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",CDQ2WB50-75DZ,SMC Air Cylinder,344.302,1.0,91.72,91.72,Spout Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",CDQMA32-25,SMC Air Cylinder,140.314,1.0,75.82,75.82,Main Frame
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.83943-C1,"DD51-AN-000.4-D-C1 Mechanical position indicators direct drive, 4-digit counter, technopolymer",345.304,3.0,39.72,119.16,Spout Station
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.83943-C1,"DD51-AN-000.4-D-C1 Mechanical position indicators direct drive, 4-digit counter, technopolymer",<Extra>,11.0,39.72,436.91999999999996,
Purchase Order,2023-10-06,55195.0,Elesa USA Corp.,CE.84183-C1,ELESA DD51-AN-002.0-D-C1 Digital Position Indicator,141.301,1.0,39.72,39.72,Main Frame
Purchase Order,2023-10-06,55195.0,Elesa USA Corp.,CE.84183-C1,ELESA DD51-AN-002.0-D-C1 Digital Position Indicator,242.302,2.0,39.72,79.44,Unwind/Punch Station
Purchase Order,2023-10-06,55195.0,Elesa USA Corp.,CE.84213-C1,ELESA DD51-AN-003.0-D-C1 Digital Position Indicator,346.302,4.0,39.72,158.88,Spout Station
Purchase Order,2023-10-06,55195.0,Elesa USA Corp.,CE.84233-C1,ELESA DD51-AN-004.0-D-C1 Digital Position Indicator,471.301,3.0,39.72,119.16,Side Seal Station
Purchase Order,2023-10-06,55195.0,Elesa USA Corp.,CE.84253-C1,ELESA DD51-AN-005.0-D-C1 Digital Position Indicator,253.306,1.0,39.72,39.72,Unwind/Punch Station
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.85919,BSA-N51-12 BASE FOR SPINDLE LOCK,141.302,1.0,24.93,24.93,Main Frame
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.85919,BSA-N51-12 BASE FOR SPINDLE LOCK,242.303,2.0,24.93,49.86,Unwind/Punch Station
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.85919,BSA-N51-12 BASE FOR SPINDLE LOCK,253.302,1.0,24.93,24.93,Unwind/Punch Station
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.85919,BSA-N51-12 BASE FOR SPINDLE LOCK,346.304,4.0,24.93,99.72,Spout Station
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.85921,Elesa Base Spindle Locking BSA-N51-14,471.305,3.0,24.93,74.78999999999999,Side Seal Station
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.85960,Elesa Reduction sleeves RB51-12,141.304,1.0,5.05,5.05,Main Frame
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.85960,Elesa Reduction sleeves RB51-12,242.305,2.0,5.05,10.1,Unwind/Punch Station
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.85960,Elesa Reduction sleeves RB51-12,253.304,1.0,5.05,5.05,Unwind/Punch Station
Purchase Order,2023-08-24,55036.0,Elesa USA Corp.,CE.85960,Elesa Reduction sleeves RB51-12,346.309,4.0,5.05,20.2,Spout Station
Purchase Order,2023-08-24,55097.0,"Misumi USA, Inc.",CFA10-26,"Threaded Steel Track Roller, Flat without Seal, 26mm Roller Diameter, 12mm Roller Width",241.310,4.0,26.09,104.36,Unwind/Punch Station
Purchase Order,2023-08-24,55097.0,"Misumi USA, Inc.",CFA10-26,"Threaded Steel Track Roller, Flat without Seal, 26mm Roller Diameter, 12mm Roller Width",341.318,5.0,26.09,130.45,Spout Station
Purchase Order,2023-08-24,55097.0,"Misumi USA, Inc.",CFA10-26,"Threaded Steel Track Roller, Flat without Seal, 26mm Roller Diameter, 12mm Roller Width",346.306,4.0,26.09,104.36,Spout Station
Purchase Order,2023-08-24,55097.0,"Misumi USA, Inc.",CFA10-26,"Threaded Steel Track Roller, Flat without Seal, 26mm Roller Diameter, 12mm Roller Width",470.305,3.0,26.09,78.27,Side Seal Station
Purchase Order,2023-08-24,55097.0,"Misumi USA, Inc.",CFA10-26,"Threaded Steel Track Roller, Flat without Seal, 26mm Roller Diameter, 12mm Roller Width",640.313,4.0,26.09,104.36,Cap Station
<Stock>,,,,CHCPDB-3,3 POLE COVER FOR CHDB PDB'S,001.340,1.0,0.0,0.0,Main Controls
<Stock>,,,,CHDB3213,"Power Distribution Blocks, Open, 175A, Three-pole, 2/0-#8AWG line, (6)#4-#14AWG load. Panel mount",001.339,1.0,0.0,0.0,Main Controls
<Stock>,,,,CHDB330F,"Power Distribution Blocks, Enclosed, 380A, Single-pole, 500kcmil-#6AWG line, (6)#2-#14AWG load. Panel mount",001.341,1.0,0.0,0.0,Main Controls
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",CIMRS10-12-1.0,"MISUMI 304 SS RING SHIM 10MM ID, 12MM OD, 1MM THICK",470.308,6.0,2.22,13.32,Side Seal Station
Purchase Order,2023-03-15,54800.0,"AAP Automation, Inc.",CKR-090-NN-1-1496mm,BRL Belt Drive Actuator - 1496mm OAL  L Dimension - 1496mm  MG10 stub shaft on left  001 Main bo...,720.303,1.0,6260.44,6260.44,Delivery/Cutoff Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",CY1L40L-250B,SMC Rodless Air Actuator,331.301,1.0,1019.85,1019.85,Spout Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",CY1L40L-250B,SMC Rodless Air Actuator,631.301,1.0,1019.85,1019.85,Cap Station
Purchase Order,2022-12-01,54603.0,CRAVE Technical,Contract Eng-ElectricalSch,Contracted Electrical Engineering for Creating Electrical Schematics,,160.0,120.0,19200.0,
Purchase Order,2022-12-01,54604.0,"AAP Automation, Inc.",Contract Eng-Local Programming,Contracted Machine Programming-Onsite at NuLine's Facility,,0.0,130.0,0.0,
Purchase Order,2023-01-24,54713.0,"AAP Automation, Inc.",Contract Eng-Local Programming,Contracted Machine Programming-Onsite at NuLine's Facility,,190.16,120.0,22819.2,
Purchase Order,2022-12-01,54603.0,CRAVE Technical,Contract Eng-Manual Writing,Contracted Technical Writing for Machine Manual Creation,,30.0,120.0,3600.0,
Purchase Order,2023-03-16,54804.0,Acrolab LTD,Contract Eng-Mechanical,Contracted Mechanical Engineering,,1.0,1000.0,1000.0,
Purchase Order,2022-12-01,54603.0,CRAVE Technical,Contract Eng-PanelLayout,Contracted Electrical Engineering for Electrical Panel Layouts,,85.0,120.0,10200.0,
Purchase Order,2022-12-01,54603.0,CRAVE Technical,Contract Eng-PneuSch,"Contracted Engineering for the Creation of CDA, PCW and or UPW Schematics",,11.0,120.0,1320.0,
Purchase Order,2022-12-01,54603.0,CRAVE Technical,Contract Eng-ProjMan,Contracted Engineering Project Management,,22.0,120.0,2640.0,
Purchase Order,2023-11-09,55281.0,Crating Technologies,Crating,Component Crating,,1.0,928.79,928.79,
Purchase Order,2023-11-09,55281.0,Crating Technologies,Crating,Component Crating,,1.0,990.68,990.68,
Purchase Order,2023-11-09,55281.0,Crating Technologies,Crating,Component Crating,,1.0,1129.88,1129.88,
Purchase Order,2023-11-09,55281.0,Crating Technologies,Crating,Component Crating,,1.0,1902.95,1902.95,
Purchase Order,2023-11-09,55281.0,Crating Technologies,Crating,Component Crating,,1.0,1752.67,1752.67,
Purchase Order,2023-11-09,55281.0,Crating Technologies,Crating,Component Crating,,1.0,1891.24,1891.24,
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",D-F7PSAPC,SMC ACTUATOR SENSOR,331.312,2.0,43.96,87.92,Spout Station
Purchase Order,2023-09-27,55169.0,"AAP Automation, Inc.",D-F7PSAPC,SMC ACTUATOR SENSOR,631.312,2.0,43.96,87.92,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",140.319,2.0,37.23,74.46,Main Frame
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",243.312,6.0,37.23,223.38,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",342.323,8.0,37.23,297.84,Spout Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",343.305,6.0,37.23,223.38,Spout Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",344.305,6.0,37.23,223.38,Spout Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",650.305,2.0,37.23,74.46,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",653.301,2.0,37.23,74.46,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",656.302,2.0,37.23,74.46,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",660.305,2.0,37.23,74.46,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",663.301,2.0,37.23,74.46,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",D-M9PSAPC,"SMC Auto Switch, Solid State, General Purpose Horozontal PNP, .5m M8 3 Pin",740.306,2.0,37.23,74.46,Delivery/Cutoff Station
<Stock>,,,,D3PA7,"PLUG-IN RELAY SOCKET, 3PDT",002.335,4.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,D3RF3T1,"RELAY, 3PDT, B300 CONTACT RATING, 300V, 24VDC COIL, 10A SWITCH CURRENT",002.334,4.0,0.0,0.0,Unwind/Punch Station
Purchase Order,2023-11-20,55305.0,Automation Direct,DR10-AP-1F,"Micro Detectors inductive proximity sensor, rectangular, 10.3 x 37 x 16mm body, polyphthalamide ...",,5.0,30.5,152.5,
Purchase Order,2023-08-23,55076.0,Igus Inc.,DSK-00060047,IGUS PTGSG-10X2-01-R-ES Custom Machined Lead Screw,241.305,4.0,86.55,346.2,Unwind/Punch Station
Purchase Order,2023-08-23,55076.0,Igus Inc.,DSK-00060094,IGUS PTGSG-10X2-01-R-ES Custom Machined Lead Screw,140.305,1.0,266.61,266.61,Main Frame
Purchase Order,2023-08-23,55076.0,Igus Inc.,DSK-00061202,IGUS PTGSG-24X5-01-R-ES Custom Machined Lead Screw,250.302,2.0,236.85,473.7,Unwind/Punch Station
Purchase Order,2023-08-23,55076.0,Igus Inc.,DSK-00061748,IGUS Custom Machined Lead Screw,470.322,6.0,187.73,1126.3799999999999,Side Seal Station
Purchase Order,2023-08-23,55076.0,Igus Inc.,DSK-00061757,IGUS Custom Machined Lead Screw,341.306,4.0,174.39,697.56,Spout Station
Purchase Order,2023-08-23,55076.0,Igus Inc.,DSK-00061757,IGUS Custom Machined Lead Screw,640.304,2.0,174.39,348.78,Cap Station
<Stock>,,,,E3447-JF,CAUTION STICKER,001.398,1.0,0.0,0.0,Main Controls
<Stock>,,,,E3447-JF,CAUTION STICKER,002.359,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,E3447-JF,CAUTION STICKER,004.336,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,E3447-JF,CAUTION STICKER,005.333,1.0,0.0,0.0,Cross Seal Station
<Stock>,,,,E3447-JF,CAUTION STICKER,007.329,1.0,0.0,0.0,Spout Station
<Stock>,,,,E3447-JF,CAUTION STICKER,008.329,1.0,0.0,0.0,Cap Station
<Stock>,,,,ECINSGB14,Insulated Ground Bar with 14 Terminal Positions,002.348,1.0,0.0,0.0,Unwind/Punch Station
Purchase Order,2023-08-31,55126.0,Automation Direct,ECP3112,"NITRA pneumatic pushbutton, IP65, 22mm, momentary, operator only, plastic base, plastic bezel, b...",345.302,3.0,2.75,8.25,Spout Station
Purchase Order,2023-08-31,55126.0,Automation Direct,ECP3112,"NITRA pneumatic pushbutton, IP65, 22mm, momentary, operator only, plastic base, plastic bezel, b...",471.306,3.0,2.75,8.25,Side Seal Station
Purchase Order,2023-08-31,55126.0,Automation Direct,ECP3112,"NITRA pneumatic pushbutton, IP65, 22mm, momentary, operator only, plastic base, plastic bezel, b...",<Extra>,4.0,2.75,11.0,
Purchase Order,2023-08-23,55074.0,Automation Direct,ECP3114,"NITRA pneumatic pushbutton, IP65, 22mm, momentary, operator only, plastic base, plastic bezel, b...",,3.0,2.75,8.25,
<Stock>,,,,END_MODULE,INCLUDED WITH BUS COUPLER,002.358,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,ER16,EMERSON ER16 Insert Bearing,130.315,6.0,0.0,0.0,Main Frame
<Stock>,,,,ER24,EMERSON ER24 Insert Bearing,130.321,6.0,0.0,0.0,Main Frame
<Stock>,,,,ER24,EMERSON ER24 Insert Bearing,230.321,8.0,0.0,0.0,Unwind/Punch Station
Purchase Order,2023-08-23,55074.0,Automation Direct,EVP-CS-PL,"NITRA manual valve, 2-port (3-way), 2-position, N.C., metal plunger, spring return, side ports, ...",345.303,3.0,19.0,57.0,Spout Station
Purchase Order,2023-08-23,55074.0,Automation Direct,EVP-CS-PL,"NITRA manual valve, 2-port (3-way), 2-position, N.C., metal plunger, spring return, side ports, ...",471.307,3.0,19.0,57.0,Side Seal Station
Purchase Order,2023-08-23,55074.0,Automation Direct,EVP-CS-PL,"NITRA manual valve, 2-port (3-way), 2-position, N.C., metal plunger, spring return, side ports, ...",<Extra>,4.0,19.0,76.0,
Purchase Order,2023-06-12,54930.0,"AAP Automation, Inc.",EX715U5P1,Exor eX715 HMI,002.346,1.0,3259.48,3259.48,Unwind/Punch Station
Purchase Order,2023-06-12,54930.0,"AAP Automation, Inc.",EX715U5P1,Exor eX715 HMI,009.302,1.0,3259.48,3259.48,Delivery/Cutoff Station
Purchase Order,2023-11-22,55310.0,"AAP Automation, Inc.",EXTRUSION KIT,2X 1679MM CUTS + REM OF 45X45 L EXTRUSION STICK,,1.0,329.64,329.64,
Purchase Order,2023-03-28,54826.0,ProAutomation,Expedite Charges,Expedite Charges,,1.0,40.0,40.0,
Purchase Order,2023-03-29,54828.0,ProAutomation,Expedite Charges,Expedite Charges,,1.0,90.0,90.0,
<Stock>,,,,F1X3WH6,"Narrow Slot Wiring Duct, 25mm x 75mm",002.320,1700.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,F1X3WH6,"Narrow Slot Wiring Duct, 25mm x 75mm",003.329,1760.0,0.0,0.0,Spout Station
<Stock>,,,,F1X3WH6,"Narrow Slot Wiring Duct, 25mm x 75mm",004.331,3520.0,0.0,0.0,Side Seal Station
<Stock>,,,,F1X3WH6,"Narrow Slot Wiring Duct, 25mm x 75mm",005.330,3520.0,0.0,0.0,Cross Seal Station
<Stock>,,,,F1X3WH6,"Narrow Slot Wiring Duct, 25mm x 75mm",006.325,1760.0,0.0,0.0,Cap Station
<Stock>,,,,F1X3WH6,"Narrow Slot Wiring Duct, 25mm x 75mm",007.305,2500.0,0.0,0.0,Spout Station
<Stock>,,,,F1X3WH6,"Narrow Slot Wiring Duct, 25mm x 75mm",008.305,2500.0,0.0,0.0,Cap Station
<Stock>,,,,F2X4LG6,"Narrow Slot Wiring Duct, 50.8mm x 101.6mm",001.361,4.0,0.0,0.0,Main Controls
<Stock>,,,,F3X4LG6 A,"Narrow Slot Wiring Duct, 75mm x 101.6mm",001.363,2.0,0.0,0.0,Main Controls
<Stock>,,,,F3X4LG6 B,"Narrow Slot Wiring Duct, 75mm x 101.6mm",001.364,3.0,0.0,0.0,Main Controls
<Stock>,,,,F3X4WH6,"Narrow Slot Wiring Duct, 75mm x 101.6mm",001.365,2.0,0.0,0.0,Main Controls
Purchase Order,2023-09-07,55122.0,"Rexel, Inc.",F66BK60,HOFFMAN BARRIER KIT BOLT-ON 60IN,180.304,10.0,74.59,745.9000000000001,Main Frame
Purchase Order,2023-09-07,55122.0,"Rexel, Inc.",F66G72,"Hoffman Straight Section Lay-in Hinged-Cover Type 1, 72""",180.301,5.0,92.43,462.15000000000003,Main Frame
Purchase Order,2023-09-07,55122.0,"Rexel, Inc.",F66GCP,HOFFMAN 6.00 x 6.00 CLOSURE PLATE,180.303,2.0,7.09,14.18,Main Frame
Purchase Order,2023-09-07,55122.0,"Rexel, Inc.",F66GUC,HOFFMAN 6.00 x 6.00 UNIVERSAL U-CONNECTOR,180.302,3.0,7.18,21.54,Main Frame
<Stock>,,,,FHS,"Flange Handle for side-operated rotary disconnect switch. NEMA Type 1, 3, 3R, 4, 12, 30 - 400A",001.343,1.0,0.0,0.0,Main Controls
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",FJUC6,MISUMI Mounting Flange,342.333,8.0,23.3,186.4,Spout Station
Purchase Order,2023-08-23,55076.0,Igus Inc.,FJUMT-01-12,IGUS DryLin Flange Bearing,140.315,1.0,56.73,56.73,Main Frame
Purchase Order,2023-08-23,55079.0,Motion Industries,FMC12,"Fixed Alignment Linear Ball Bearing Steel, for 12 mm Shaft Diameter, 30 mm Overall Length",342.314,4.0,20.29,81.16,Spout Station
<Stock>,,,,FN 3025 HL-10-71,"EMC/RFI FILTER, 3-PHASE, 10A LINE FILTER, PANEL MOUNT",002.329,1.0,0.0,0.0,Unwind/Punch Station
Purchase Order,2023-06-12,54928.0,Mouser Electronics,FN3025 HL-10-71,"EMC/RFI FILTER, 3-PHASE, 10A LINE FILTER, PANEL MOUNT",001.312,2.0,101.71,203.42,Main Controls
Purchase Order,2023-06-12,54928.0,Mouser Electronics,FN3025 HL-30-71,"EMC/RFI FILTER, 3-PHASE, 30A LINE FILTER, PANEL MOUNT",001.313,1.0,127.94,127.94,Main Controls
Purchase Order,2023-08-23,55077.0,Keyence Corporation,FS-N41C,KEYENCE FS-41NC Main Unit M8 Connector Type,343.327,1.0,235.0,235.0,Spout Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,FS-N41C,KEYENCE FS-41NC Main Unit M8 Connector Type,344.327,1.0,235.0,235.0,Spout Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,FS-N41C,KEYENCE FS-41NC Main Unit M8 Connector Type,650.313,1.0,235.0,235.0,Cap Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,FS-N41C,KEYENCE FS-41NC Main Unit M8 Connector Type,660.313,1.0,235.0,235.0,Cap Station
<Stock>,,,,FSK6,"FINGER-SAFE TERMINAL COVERS, SIX TERMINAL TRANSFORMERS",001.338,1.0,0.0,0.0,Main Controls
Purchase Order,2023-08-23,55077.0,Keyence Corporation,FU-E40,KEYENCE FU-E40 Digital Fiber Optic Distance Sensor,332.311,1.0,436.0,436.0,Spout Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,FU-E40,KEYENCE FU-E40 Digital Fiber Optic Distance Sensor,333.311,1.0,436.0,436.0,Spout Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,FU-E40,KEYENCE FU-E40 Digital Fiber Optic Distance Sensor,632.316,1.0,436.0,436.0,Cap Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,FU-E40,KEYENCE FU-E40 Digital Fiber Optic Distance Sensor,633.316,1.0,436.0,436.0,Cap Station
Purchase Order,2023-03-27,54822.0,Radwell International,FreightCharge,Vendor Incoming Freight Charges,,1.0,15.0,15.0,
Purchase Order,2023-03-27,54822.0,Radwell International,FreightCharge,Vendor Incoming Freight Charges,,1.0,37.15,37.15,
Purchase Order,2023-07-25,55009.0,Bull Runner Courier,FreightCharge,Vendor Incoming Freight Charges,,1.0,475.0,475.0,
Purchase Order,2023-08-18,55058.0,Buyrexroth,FreightCharge,Vendor Incoming Freight Charges,,1.0,34.8,34.8,
Purchase Order,2023-08-23,55090.0,Alexandria Precision,FreightCharge,Vendor Incoming Freight Charges,,1.0,44.18,44.18,
Purchase Order,2023-12-01,55320.0,Buyrexroth,FreightCharge,Vendor Incoming Freight Charges,,1.0,39.2,39.2,
Purchase Order,2023-11-01,55265.0,"AAP Automation, Inc.",G36-P7-N01-X30,SMC PRESSURE GAUGE,160.305,1.0,10.38,10.38,Main Frame
Purchase Order,2023-08-02,55026.0,"Misumi USA, Inc.",GEABB2.0-26-20-B-20,"MISUMI Spur Gear Pressure Angle 20, Module 2.0, 20mm Shaft",341.329,2.0,46.29,92.58,Spout Station
Purchase Order,2023-08-02,55026.0,"Misumi USA, Inc.",GEABB2.0-26-20-B-20,"MISUMI Spur Gear Pressure Angle 20, Module 2.0, 20mm Shaft",530.314,2.0,46.29,92.58,Cross Seal Station
Purchase Order,2023-08-02,55026.0,"Misumi USA, Inc.",GEABB2.0-26-20-B-20,"MISUMI Spur Gear Pressure Angle 20, Module 2.0, 20mm Shaft",640.311,2.0,46.29,92.58,Cap Station
Purchase Order,2023-03-22,54814.0,Fiero Automation,GF-228F,Beijer 16-channel digital output,,0.0,105.0,0.0,
Purchase Order,2023-03-10,54792.0,CRAVE Technical,GF12.001,"GF12 Main Control Panel, UL 508A, RAL 5005 powder coated",,1.0,15498.0,15498.0,
<Stock>,,,,GF12.001.00.11,LEGEND PLATE,001.399,1.0,0.0,0.0,Main Controls
<Stock>,,,,GF12.001.00.9,UL508A Nameplate,001.384,1.0,0.0,0.0,Main Controls
Purchase Order,2023-03-10,54792.0,CRAVE Technical,GF12.002,"GF12 Unwind Panel, UL 508A, Powder Coated RAL 5005",,1.0,3417.0,3417.0,
<Stock>,,,,GF12.002.00.8,LEGEND PLATE,002.332,1.0,0.0,0.0,Unwind/Punch Station
Purchase Order,2023-03-10,54792.0,CRAVE Technical,GF12.003,"GF12 Spout Station I/O Enclosure, UL 508A, Powder Coated RAL 5005",,1.0,1323.0,1323.0,
<Stock>,,,,GF12.003.00.3,MODIFIED AND ASSEMBLED BACKPLANE,003.328,1.0,0.0,0.0,Spout Station
<Stock>,,,,GF12.003.00.3,MODIFIED AND ASSEMBLED BACKPLANE,004.327,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,GF12.003.00.3,MODIFIED AND ASSEMBLED BACKPLANE,005.327,1.0,0.0,0.0,Cross Seal Station
<Stock>,,,,GF12.003.00.3,MODIFIED AND ASSEMBLED BACKPLANE,006.324,1.0,0.0,0.0,Cap Station
Purchase Order,2023-03-10,54792.0,CRAVE Technical,GF12.004,"GF12 Side Seal Station I/O Enclosure, UL 508A, Powder Coated RAL 5005",,1.0,1323.0,1323.0,
<Stock>,,,,GF12.004.00.5,BACKPLANE ASSEMBLY,004.330,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,GF12.004.00.5,BACKPLANE ASSEMBLY,005.329,1.0,0.0,0.0,Cross Seal Station
<Stock>,,,,GF12.004.00.6,LEGEND PLATE,004.337,1.0,0.0,0.0,Side Seal Station
Purchase Order,2023-03-10,54792.0,CRAVE Technical,GF12.005,"GF12 Cross Seal Station I/O Enclosure, UL 508A, Powder Coated RAL 5005",,1.0,1323.0,1323.0,
<Stock>,,,,GF12.005.00.5,LEGEND PLATE,005.334,1.0,0.0,0.0,Cross Seal Station
Purchase Order,2023-03-10,54792.0,CRAVE Technical,GF12.006,"GF12 Cap Insert I/O Enclosure, UL 508A, Powder Coated RAL 5005",,1.0,1323.0,1323.0,
Purchase Order,2023-03-10,54792.0,CRAVE Technical,GF12.007,"GF12 Spout Feeder Enclosure, UL508A, Powder Coated RAL 5005",,1.0,3614.0,3614.0,
<Stock>,,,,GF12.007.00.4,LEGEND PLATE,007.328,1.0,0.0,0.0,Spout Station
Purchase Order,2023-03-10,54792.0,CRAVE Technical,GF12.008,"GF12 Cap Feeder Enclosure, UL508A, Powder Coated RAL 5005",,1.0,3614.0,3614.0,
<Stock>,,,,GF12.008.00.4,LEGEND PLATE,008.328,1.0,0.0,0.0,Cap Station
Purchase Order,2023-03-10,54792.0,CRAVE Technical,GF12.009,"GF12 HMI Panel, Powder Coated RAL 5005",,1.0,955.0,955.0,
<Stock>,,,,GF12.009.00.2,LEGEND PLATE,009.320,1.0,0.0,0.0,Delivery/Cutoff Station
Purchase Order,2023-06-07,54923.0,Big Sky Energy Eq. Inc,GF12.111.01.A,M8 Leveling foot Plate with M16,,24.0,37.5,900.0,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.111.01.A,M8 Leveling foot Plate with M16,,4.0,68.0,272.0,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.112.01.A,Joining Plate,,10.0,73.0,730.0,
Purchase Order,2023-08-03,55029.0,Bemox LLC,GF12.113.01.A,".300, .600 RAIL PLATE",,4.0,351.75,1407.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.114.01.A,.500 UPPER RAIL PLATE,,2.0,302.05,604.1,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.115.01.A,.500 LOWER RAIL PLATE,,2.0,290.2,580.4,
Purchase Order,2023-08-03,55030.0,Xometry,GF12.116.03.A,Roller Cap,,80.0,1.52,121.6,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.116.04.A,SINGLE ROLLER BRACKET,,32.0,31.9,1020.8,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.116.05.A,SINGLE ROLLER BRACKET  CLAMP,,40.0,16.95,678.0,
Purchase Order,2023-08-03,55030.0,Xometry,GF12.117.01.A,Frame Gusset,,69.0,22.06,1522.1399999999999,
Purchase Order,2023-09-19,55158.0,Professional Plastics,GF12.120.01.A,Thin Wall Top Guard 1,,0.0,0.0,0.0,
Purchase Order,2023-09-19,55158.0,Professional Plastics,GF12.120.01.B,THIN WALL TOP GUARD 3 - REV B,,2.0,0.0,0.0,
Purchase Order,2023-09-19,55158.0,Professional Plastics,GF12.120.02.A,Thin Wall Top Guard 2-3,,0.0,0.0,0.0,
Purchase Order,2023-09-19,55158.0,Professional Plastics,GF12.120.02.B,THIN WALL TOP GUARD 4 - REV B,,1.0,0.0,0.0,
Purchase Order,2023-09-19,55158.0,Professional Plastics,GF12.120.03.A,Thin Wall Top Guard 4,,0.0,0.0,0.0,
Purchase Order,2023-09-19,55158.0,Professional Plastics,GF12.120.03.B,THIN WALL TOP GUARD 5,,1.0,0.0,0.0,
Purchase Order,2023-09-20,55160.0,Professional Plastics,GF12.120.04.A,Flying Knife Guard,,1.0,118.57,118.57,
Purchase Order,2023-09-19,55158.0,Professional Plastics,GF12.120.05.A,THIN WALL TOP GUARD 6,,2.0,0.0,0.0,
Purchase Order,2023-09-19,55158.0,Professional Plastics,GF12.120.06.A,THIN WALL TOP GUARD 7,,1.0,0.0,0.0,
