Purchased,Description,Cost,PK QTY,BOM QTY,Order QTY,PO QTY,RecQTY,Mfg/Matl,Vendor,Assy (temp),Notes,Out to Quote,Order Date,Req Date,Conf Date,PO #,Locations
97310A113,"MCM 97310A113 Oversized Washer, M5, 15mm OD",6.85,100,16,0.16,1,1,MCM,MCM, , ,N/A,45162,45184,45163,55089,", 4x632.309, 8x633.309, 4x634.305,"
97713A116,"Steel Hex Head Shoulder Screw 11mm Shoulder Diameter, 48mm Shoulder Length, M10 x 1.5mm Thread",7.14,1,4,4,4,4,MCM,MCM, , ,N/A,45162,45184,45163,55089,", 4x216.303,"
97763A428,"18-8 Stainless Steel Button Head Hex Drive Screws, Black Oxide, M4 x 0.70 mm Thread Size, 35mm Long, 10pk",13.95,10,0,0,1,1,MCM,MCM, ,  ,N/A,45162,45184,45163,55089,","
98089A356,"18-8 Stainless Steel Round Shim, 0.5mm Thick, 20mm ID, 25pk",13.95,25,12,0.48,1,1,MCM,MCM, , ,N/A,45162,45184,45163,55089,", 8x530.307, 4x640.321,"
98320A143,"Zinc-Plated Steel Ring-Grip Quick-Release Pin 1/4"" Diameter, 2-5/16"" Usable Length",2.09,1,2,2,2,2,MCM,MCM, , ,N/A,45162,45184,45163,55089,", 2x342.318,"
9835K42,Compact High-Flow Muffler with 1/4 NPT Male Zinc-Plated Steel Fitting,10.35,1,2,2,2,,MCM,MCM,,,N/A,45238,45239,45239,55277,", 2x214.302,"
9835K43,Compact High-Flow Muffler with 3/8 NPT Male Zinc-Plated Steel Fitting,13.28,1,5,5,6,,MCM,MCM,,,N/A,45238,45239,45239,55277,", 1x118.302, 1x119.302, 3x219.302,"
9961K22,"Clamping Shaft Collar for 3/4"" Diameter, Zinc-Plated 1215 Carbon Steel",7.99,1,32,32,32,32,MCM,MCM,,,N/A,45216,45217,45217,55215,", 24x416.301, 8x516.301,"
9968K36,"External Retaining Ring Black-Phosphate Steel, for 47mm OD",4.23,1,64,64,64,64,MCM,MCM, , ,N/A,45162,45184,45163,55089,", 48x411.302, 16x511.302,"
999-806-B472,SP100-F0-IU38 Idler Safety Chuck,2025,1,2,2,2,2,Double E,Double E, , ,N/A,45016,45086,45086,54832,", 2x220.307,"
999-806-C241,SP100-F1-IU38 Driven Safety Chuck,2327,1,2,2,2,2,Double E,Double E, , ,N/A,45016,45086,45086,54832,", 2x220.306,"
9P936,SRL-2500 Strip Shaft 6in,2799,1,2,2,2,2,Double E,Double E, , ,N/A,45016,45086,45086,54832,", 2x220.305,"
AC1NONC,"AUXILIARY CONTACT 1-NO, 1-NC FOR R5A DS",,1,2,2,,,EATON,CRAVE,,,,,,,,", 1x004.317, 1x005.320,"
AJKTN4-20,"MISUMI Adjusting Bolts - Knurled Head, Hex Socket",6.32,1,4,4,4,4,MISUMI,MISUMI, , ,N/A,45161,45191,45176,55078,", 1x654.309, 1x655.301, 1x664.309, 1x665.301,"
AJKTNM8-50,"MISUMI Adjusting Bolts - Knurled Head, Hex Socket",11.77,1,4,4,4,4,MISUMI,MISUMI, , ,N/A,45161,45191,45176,55078,", 2x651.303, 2x652.303,"
AJSCM4-20,MISUMI Blocks for Adjusting Bolts - Side Mount,18.61,1,2,2,2,2,MISUMI,MISUMI, , ,N/A,45161,45191,45176,55078,", 1x654.308, 1x664.308,"
AJT20,"TYPE J FUSE, 20A, TIME DELAY, 600V, CURRENT LIMITING",,1,6,6,,,MERSEN,CRAVE,,,,,,,,", 6x001.358,"
AM-2012-BR,Sealcon Thread Adaptor M20 to 1/2 NPT,8.64,1,2,2,4,4,Sealcon,Sealcon, , ,N/A,45161,45191,45168,55081,", 2x342.339,"
AMSC6-13-12.7,"MISUMI Steel Spacer, 6mm ID, 13mm OD, 12.7mm L",11.35,1,4,4,4,4,MISUMI,MISUMI, , ,N/A,45161,45191,45176,55078,", 2x632.315, 2x633.315,"
AN30-N03,SMC SILENCER WITH 3/8 NPT THREAD,3.818,1,1,1,1,1,SMC,AAP, , ,45126,45126,45140,45148,55002,", 1x160.302,"
AN40-N04,SMC SILENCER WITH 1/2 NPT THREAD,4.814,1,1,1,1,1,SMC,AAP, , ,45126,45126,45140,45148,55002,", 1x160.308,"
AR20-02BE-B,SMC AR20-02BE-B Air Regulator 1/4 NPT port,19.0623,1,6,6,6,,SMC,AAP, , ,N/A,45162,45184,45180,55037,", 5x134.312, 1x750.314,"
ARIO-C-EI,Autonics E/IP Bus Coupler,414.17,1,5,5,6,6,Autonics,ProAuto, , ,N/A,45007,45037,45037,54818,", 1x002.310, 1x003.312, 1x004.303, 1x005.303, 1x006.313,"
ARIO-P-F1,Autonics I/O Power Module,74.17,1,5,5,6,6,Autonics,ProAuto, , ,N/A,45084,45098,45098,54919,", 1x002.316, 1x003.318, 1x004.309, 1x005.309, 1x006.319,"
ARIO-S-AI04TC,Autonics 4-channel thermocouple input,369.17,1,8,8,8,8,Autonics,ProAuto, , ,N/A,45007,45037,45037,54818,", 1x003.315, 5x004.306, 2x005.306,"
ARIO-S-AI04V1,"Autonics 4-CHANNEL ANALOG INPUT MODULE, 0..10V",274.55,1,3,3,3,3,Autonics,ProAuto, , ,N/A,45089,45106,45106,54929,", 2x002.317, 1x003.319,"
ARIO-S-AI04V2,"Autonics 4-channel analog input, 0-10vdc",269.12,1,0,0,2,2,Autonics,ProAuto, ,  ,N/A,45013,45043,45043,54826,","
ARIO-S-AO02VS,"ANALOG OUTPUT MODULE, -10..10VDC, 12BIT, 2CHANNEL",,1,2,2,,,AUTONICS,CRAVE,,,,,,,,", 1x002.318, 1x003.320,"
ARIO-S-AO04V2,"Autonics 4-channel analog output, 0-10vdc",351.6,1,0,0,2,2,Autonics,ProAuto, ,  ,N/A,45096,45126,45126,54946,","
ARIO-S-DI08P,Autonics 8-channel digital input,85,1,12,12,20,20,Autonics,ProAuto, , ,N/A,45007,45037,45037,54818,", 3x002.311, 4x003.313, 1x004.304, 1x005.304, 3x006.314,"
ARIO-S-DO08P,Autonics 8-channel digital output,110.83,1,13,13,20,20,Autonics,ProAuto, , ,N/A,45007,45037,45037,54818,", 5x002.312, 3x003.314, 1x004.305, 1x005.305, 3x006.315,"
AS2002F-04A,SMC SPEED CONTROLLER,13.4875,1,4,4,4,,SMC,AAP, , ,N/A,45162,45184,45197,55073,", 2x343.312, 2x344.312,"
AS2002F-06A,SMC SPEED CONTROLLER,13.4875,1,4,4,4,,SMC,AAP, , ,N/A,45162,45184,45197,55073,", 2x343.313, 2x344.313,"
AS2052F-06A,"SMC AS2052F-06A speed control w/fitting, FLOW CONTROL W/FITTING 6mm tubing",14.774,1,16,16,16,,SMC,AAP, , ,N/A,45162,45184,45197,55073,", 4x650.303, 2x653.304, 2x654.303, 4x660.303, 2x663.304, 2x664.303,"
AS2052F-08A,SMC SPEED CONTROLLER,20.3765,1,18,18,18,,SMC,AAP, , ,N/A,45162,45184,45180,55037,", 10x134.310, 8x217.311,"
AS-20L,"SMC KIT, L-BRACKET, AS20F",1.494,1,4,4,4,,SMC,AAP, , ,N/A,45162,45184,45197,55073,", 2x343.314, 2x344.314,"
AS-25L,"SMC KIT, L-BRACKET, AS2052F",2.241,1,22,22,28,,SMC,AAP, , ,N/A,45162,45184,45180,55037,", 10x134.309, 4x217.312, 4x650.302, 4x660.302,"
AS3002F-08A,SMC SPEED CONTROLLER,20.3764,1,21,21,22,,SMC,AAP, , ,N/A,45162,45184,45180,55037,", 2x331.305, 8x342.325, 2x343.306, 2x344.306, 2x631.305, 5x750.309,"
AS-30L,SMC Flange Fitting For Speed Controller,2.241,1,12,12,12,,SMC,AAP, , ,N/A,45162,45184,45197,55073,", 2x331.306, 4x342.326, 2x343.307, 2x344.307, 2x631.306,"
AV4000-N04-5DZ-Z-A,SMC SOFT START-UP VALVE,163.7452,1,1,1,1,1,SMC,AAP, , ,45126,45126,45140,45148,55002,", 1x160.307,"
AVT-INDICATOR MODULE,"VeriSafe Absence of Voltage Tester, indicator module",,1,2,2,,,PANDUIT,CRAVE,,,,,,,,", 1x001.397, 1x002.352,"
AW40-N06-Z-D,SMC AW FILTER REGULATOR,54.3097,1,1,1,1,1,SMC,AAP, , ,45126,45126,45140,45148,55002,", 1x160.304,"
AWM-12x1372,IGUS 12mm Dia x 1372mm Hard Anod Alum Shaft,74.9,1,1,1,1,1,IGUS,IGUS, , ,45125,45161,45191,45208,55076,", 1x140.303,"
AXT100-DS25-030,"SMC F TYPE CONNECTOR, 3M LENGTH",97.691,1,2,2,2,2,SMC,AAP,,,45089,45167,45184,45184,55114,", 1x003.332, 1x006.328,"
AXT100-DS25-080,"SMC F TYPE CONNECTOR, 8M LENGTH",136.8532,1,5,5,5,5,SMC,AAP,,,45089,45167,45184,45184,55114,", 4x134.315, 1x217.320,"
AXT100-DS25-150,"SMC F TYPE CONNECTOR, 15M LENGTH",234.1153,1,2,2,2,2,SMC,AAP,,,45089,45167,45184,45184,55114,", 1x134.314, 1x750.318,"
BGL0033,Fork Sensor for web,596.57,1,0,0,2,2,BALLUFF,Fiero, , ,N/A,45077,45133,45133,54911,","
BM5-032,SMC SWITCH MOUNTING BAND,4.5512,1,4,4,4,4,SMC,"AAP, OC PNEUMATICS", , ,N/A,45162,45184,45197,"2x55073, 2x55223",", 2x243.313, 2x656.305,"
BMY3-016,SMC SWITCH BRACKET,2.2687,1,4,4,4,4,SMC,AAP, , ,N/A,45162,45184,45197,55073,", 2x650.306, 2x660.306,"
C0500E3A,"INDUSTRIAL CONTROL TRANSFORMER, 500VA, 208/277VAC X 120V, 2.8FLA PRIMARY, 4FLA SECONDARY",,1,1,1,,,EATON,CRAVE,,,,,,,,", 1x001.337,"
C1LG6,"Duct cover, 25mm",,,17260,#DIV/0!,,,PANDUIT,CRAVE,,,,,,,,", 1700x002.321, 1760x003.330, 3520x004.332, 3520x005.331, 1760x006.326, 2500x007.306, 2500x008.306,"
C383FHCC,"TYPE CC FUSEHOLDER, THREE POLE, NON-INDICATING, 30A MAX, 600V",,1,19,19,,,EATON,CRAVE,,,,,,,,", 9x001.320, 6x004.307, 4x005.307,"
C3LG6,"Duct cover, 75mm",,,0,#DIV/0!,,,PANDUIT,CRAVE,,,,,,,,", 0x001.366,"
CABLE-20M-TQ9,Fortress M23 19 Pin Cable 20 Meter,456.4,1,6,6,6,6,FORTRESS,TMMI, , ,N/A,45091,45132,45132,54934,", 6x122.303,"
CDM2WF32-50AZ-XC38,SMC Air Cylinder,92.13,1,2,2,2,2,SMC,AAP, , ,N/A,45042,45098,45134,54862,", 2x243.302,"
CDM2WL32-125Z-XC38,SMC Air Cylinder,91.1478,1,2,2,2,2,SMC,AAP, , ,N/A,45042,45098,45135,54862,", 2x656.303,"
CDQ2A20-25DMZ,"SMC Compact Cylinder, CQ2-Z",24.9553,1,4,4,4,4,SMC,AAP, , ,N/A,45042,45098,45136,54862,", 4x243.303,"
CDQ2A25-15DZ,SMC Air Cylinder,26.6292,1,8,8,8,8,SMC,AAP, , ,N/A,45152,45166,45166,55055,", 8x342.324,"
CDQ2A25-20DZ,"SMC Compact Cylinder, CQ2-Z",26.892,1,4,4,4,4,SMC,AAP, ,Knife hold down cylinders,N/A,45162,45184,45180,55037,", 4x740.305,"
CDQ2WB50-75DZ,"SMC Compact Cylinder, CQ2-Z",91.715,1,4,4,4,4,SMC,AAP, , ,N/A,45042,45098,45137,54862,", 2x342.302, 1x343.302, 1x344.302,"
CDQMA32-25,"SMC Compact Guide Rod Cylinder, CQM",75.8205,1,1,1,1,1,SMC,AAP, , ,N/A,45042,45098,45138,54862,", 1x140.314,"
CE.83943-C1,ELESA DD51-AN-000.4-D-C1NO Digital Position Indicator,39.72,1,3,3,14,14,ELESA,ELESA, ,  ,45125,45162,45184,45184,55036,", 3x345.304,"
CE.84183-C1,ELESA DD51-AN-002.0-D-C1 Digital Position Indicator,,1,3,3,3,3,ELESA,ELESA,,,45205,45205,45219,45225,55195,", 1x141.301, 2x242.302,"
CE.84213-C1,ELESA DD51-AN-003.0-D-C1 Digital Position Indicator,,1,4,4,4,4,ELESA,ELESA,,,45205,45205,45219,45225,55195,", 4x346.302,"
CE.84233-C1,ELESA DD51-AN-004.0-D-C1 Digital Position Indicator,,1,3,3,3,3,ELESA,ELESA,,,45205,45205,45219,45225,55195,", 3x471.301,"
CE.84253-C1,ELESA DD51-AN-005.0-D-C1 Digital Position Indicator,,1,1,1,1,1,ELESA,ELESA,,,45205,45205,45219,45225,55195,", 1x253.306,"
CE.85919,ELESA CE.85919 Base for Spindle Locking BSA-N51-12,24.93,1,8,8,8,8,ELESA,ELESA, , ,45125,45162,45184,45184,55036,", 1x141.302, 2x242.303, 1x253.302, 4x346.304,"
CE.85921,ELESA Base Spindle Locking BSA-N51-14,24.93,1,3,3,3,3,ELESA,ELESA, , ,45125,45162,45184,45184,55036,", 3x471.305,"
CE.85960,ELESA Reduction sleeves RB51-12,5.05,1,8,8,8,8,ELESA,ELESA, , ,45125,45162,45184,45184,55036,", 1x141.304, 2x242.305, 1x253.304, 4x346.309,"
CFA10-26,"Threaded Steel Track Roller, Flat without Seal, 26mm Roller Diameter, 12mm Roller Width",26.09,1,20,20,20,20,MOTION,MOTION, ,MCM=6314K320,N/A,45162,45184,45169,55097,", 4x241.310, 5x341.318, 4x346.306, 3x470.305, 4x640.313,"
CHCPDB-3,3 POLE COVER FOR CHDB PDB'S,,1,1,1,,,EATON,CRAVE,,,,,,,,", 1x001.340,"
CHDB3213,"Power Distribution Blocks, Open, 175A, Three-pole, 2/0-#8AWG line, (6)#4-#14AWG load. Panel mount",,1,1,1,,,EATON,CRAVE,,,,,,,,", 1x001.339,"
CHDB330F,"Power Distribution Blocks, Enclosed, 380A, Single-pole, 500kcmil-#6AWG line, (6)#2-#14AWG load. Panel mount",,1,1,1,,,EATON,CRAVE,,,,,,,,", 1x001.341,"
CIMRS10-12-1.0,"MISUMI 304 SS RING SHIM 10MM ID, 12MM OD, 1MM THICK",2.22,1,6,6,6,6,MISUMI,MISUMI, , ,N/A,45161,45191,45176,55078,", 6x470.308,"
CKR-090-NN-1-1496mm,BRL CKR-090-NN-1-1496mm-MG10-01-08-02-15-00 Belt Driven Linear Actuator,6260.44,1,1,1,1,1,BRL,AAP, , ,N/A,45000,45085,45085,54800,", 1x720.303,"
CY1L40L-250B,SMC Magnet Coupled Rodless Cylinder,1019.8487,1,2,2,2,2,SMC,AAP, , ,N/A,45042,45098,45139,54862,", 1x331.301, 1x631.301,"
D3PA7,"PLUG-IN RELAY SOCKET, 3PDT",,1,4,4,,,EATON,CRAVE,,,,,,,,", 4x002.335,"
D3RF3T1,"RELAY, 3PDT, B300 CONTACT RATING, 300V, 24VDC COIL, 10A SWITCH CURRENT",,1,4,4,,,EATON,CRAVE,,,,,,,,", 4x002.334,"
D-F7PSAPC,SMC ACTUATOR SENSOR,43.9623,1,4,4,4,4,SMC,AAP, , ,N/A,45162,45184,45197,"2x55073, 2x55169",", 2x331.312, 2x631.312,"
D-M9PSAPC,SMC Inline Solid PNP Direct,37.2267,1,40,40,40,40,SMC,AAP, , ,N/A,45162,45184,45180,55037,", 2x140.319, 6x243.312, 8x342.323, 6x343.305, 6x344.305, 2x650.305, 2x653.301, 2x656.302, 2x660.305, 2x663.301, 2x740.306,"
DSK-00060047,IGUS Custom Machined Lead Screw,86.55,1,4,4,4,4,IGUS,IGUS, , ,45125,45161,45191,45208,55076,", 4x241.305,"
DSK-00060094,IGUS Custom Machined Lead Screw,266.61,1,1,1,1,1,IGUS,IGUS, , ,45125,45161,45191,45208,55076,", 1x140.305,"
DSK-00061202,IGUS Custom Machined Lead Screw,236.85,1,2,2,2,2,IGUS,IGUS, , ,45125,45161,45191,45208,55076,", 2x250.302,"
DSK-00061748,IGUS Custom Machined Lead Screw,187.73,1,6,6,6,6,IGUS,IGUS, , ,45154,45161,45191,45208,55076,", 6x470.322,"
DSK-00061757,IGUS Custom Machined Lead Screw,174.39,1,6,6,6,6,IGUS,IGUS, , ,45154,45161,45191,45208,55076,", 4x341.306, 2x640.304,"
E3447-JF,CAUTION STICKER,,1,6,6,,,SAFETYSIGN.COM,CRAVE,,,,,,,,", 1x001.398, 1x002.359, 1x004.336, 1x005.333, 1x007.329, 1x008.329,"
ECINSGB14,Insulated Ground Bar with 14 Terminal Positions,,1,1,1,,,SIEMENS,CRAVE,,,,,,,,", 1x002.348,"
ECP3112,"NITRA pneumatic pushbutton, IP65, 22mm, momentary, operator only, plastic base, plastic bezel, black, Operator: green, extended, 30mm, round, plastic",2.75,1,6,6,10,10,Nitra,AutoDir, , ,N/A,45169,45184,45184,55126,", 3x345.302, 3x471.306,"
END_MODULE,INCLUDED WITH BUS COUPLER,,1,1,1,,,AUTONICS,CRAVE,,,,,,,,", 1x002.358,"
EVP-CS-PL,"NITRA manual valve, 2-port (3-way), 2-position, N.C., metal plunger, spring return, side ports, (1) 5/32in (4mm) PTC tubing inlet(s), (1) 5/32in (4mm) PTC tubing outlet(s), (1) vent hole exhaust(s), Cv=0.13",19,1,6,6,10,10,Nitra,AutoDir, , ,N/A,45161,45191,45166,55074,", 3x345.303, 3x471.307,"
EX715U5P1,EXOR EX715U5P1 15in HMI,3259.4792,1,2,2,2,2,EXOR,AAP, , ,N/A,45089,45119,45119,54930,", 1x002.346, 1x009.302,"
F1X3WH6,"Narrow Slot Wiring Duct, 25mm x 75mm",,,17260,#DIV/0!,,,PANDUIT,CRAVE,,,,,,,,", 1700x002.320, 1760x003.329, 3520x004.331, 3520x005.330, 1760x006.325, 2500x007.305, 2500x008.305,"
F2X4LG6,"Narrow Slot Wiring Duct, 50.8mm x 101.6mm",,,4,#DIV/0!,,,PANDUIT,CRAVE,,,,,,,,", 4x001.361,"
F3X4LG6 A,"Narrow Slot Wiring Duct, 75mm x 101.6mm",,,2,#DIV/0!,,,PANDUIT,CRAVE,,,,,,,,", 2x001.363,"
F3X4LG6 B,"Narrow Slot Wiring Duct, 75mm x 101.6mm",,,3,#DIV/0!,,,PANDUIT,CRAVE,,,,,,,,", 3x001.364,"
F3X4WH6,"Narrow Slot Wiring Duct, 75mm x 101.6mm",,,2,#DIV/0!,,,PANDUIT,CRAVE,,,,,,,,", 2x001.365,"
F66BK60,Hoffman  Barrier Kit Bolt-On,74.594,1,10,10,10,10,Hoffman,Rexel, , ,N/A,45176,45190,45194,55122,", 10x180.304,"
F66G72,"Hoffman Straight Section Lay-in Hinged-Cover Type 1, 72""",92.431,1,5,5,5,5,Hoffman,Rexel, , ,N/A,45176,45190,45194,55122,", 5x180.301,"
F66GCP,Hoffman Closure Plate,7.087,1,2,2,2,2,Hoffman,Rexel, , ,N/A,45176,45190,45194,55122,", 2x180.303,"
F66GUC,Hoffman Universal U-Connector,7.7176,1,3,3,3,3,Hoffman,Rexel, , ,N/A,45176,45190,45194,55122,", 3x180.302,"
FHS,"Flange Handle for side-operated rotary disconnect switch. NEMA Type 1, 3, 3R, 4, 12, 30 - 400A",,1,1,1,,,EATON,CRAVE,,,,,,,,", 1x001.343,"
FJUC6,MISUMI Mounting Flange ,23.3,1,8,8,8,8,MISUMI,MISUMI, , ,N/A,45161,45191,45176,55078,", 8x342.333,"
FJUMT-01-12,IGUS DryLin Flange Bearing,56.73,1,1,1,1,1,IGUS,IGUS, , ,45125,45161,45191,45208,55076,", 1x140.315,"
FMC12,"Fixed Alignment Linear Ball Bearing Steel, for 12 mm Shaft Diameter, 30 mm Overall Length",20.29,1,4,4,4,4,MOTION,MOTION, ,MCM=3766N98,N/A,45161,45191,45191,55079,", 4x342.314,"
FN 3025 HL-10-71,"EMC/RFI FILTER, 3-PHASE, 10A LINE FILTER, PANEL MOUNT",,1,1,1,,,SCHAFFNER,CRAVE,,,,,,,,", 1x002.329,"
FN 3025 HL-30-71,"EMC/RFI FILTER, 3-PHASE, 30A LINE FILTER, PANEL MOUNT",,1,0,0,,,SCHAFFNER,CRAVE,,,,,,,,","
FN3025 HL-10-71,"EMC/RFI FILTER, 3-PHASE, 10A LINE FILTER, PANEL MOUNT",203.42,1,2,2,2,2,Schaffner,Mouser, , ,N/A,45089,45096,45096,54928,", 2x001.312,"
FN3025 HL-30-71,"EMC/RFI FILTER, 3-PHASE, 30A LINE FILTER, PANEL MOUNT",127.94,1,1,1,1,1,Schaffner,Mouser, , ,N/A,45089,45096,45096,54928,", 1x001.313,"
FSK6,"FINGER-SAFE TERMINAL COVERS, SIX TERMINAL TRANSFORMERS",,1,1,1,,,EATON,CRAVE,,,,,,,,", 1x001.338,"
FS-N41C,KEYENCE FS-41NC Main Unit M8 Connector Type,235,1,4,4,4,4,KEYENCE,KEYENCE, , ,45154,45161,45191,45184,55077,", 1x343.327, 1x344.327, 1x650.313, 1x660.313,"
FU-E40,KEYENCE FU-E40 Digital Fiber Optic Distance Sensor,436,1,4,4,4,4,KEYENCE,KEYENCE, , ,45154,45161,45191,45184,55077,", 1x332.311, 1x333.311, 1x632.316, 1x633.316,"
G36-P7-N01-X30,"SMC PRESSURE GAUGE, 1/8 NPT, BACKSIDE THREAD",10.3788,1,1,1,1,,SMC,AAP,,,45231,45231,45237,,55265,", 1x160.305,"
GEABB2.0-26-20-B-20,"MISUMI Spur Gear Pressure Angle 20, Module 2.0, 20mm Shaft",46.29,1,6,6,6,6,MISUMI,MISUMI, , ,N/A,45140,45153,45156,55026,", 2x341.329, 2x530.314, 2x640.311,"
GF12.001.00.11,LEGEND PLATE,,1,1,1,,,CRAVE,CRAVE,,,,,,,,", 1x001.399,"
GF12.001.00.9,UL508A Nameplate,,1,1,1,,,CRAVE,CRAVE,,,,,,,,", 1x001.384,"
GF12.002.00.8,LEGEND PLATE,,1,1,1,,,CRAVE,CRAVE,,,,,,,,", 1x002.332,"
GF12.003.00.3,MODIFIED AND ASSEMBLED BACKPLANE,,1,4,4,,,CRAVE,CRAVE,,,,,,,,", 1x003.328, 1x004.327, 1x005.327, 1x006.324,"
GF12.004.00.5,BACKPLANE ASSEMBLY,,1,2,2,,,CRAVE TECHNICAL,CRAVE,,,,,,,,", 1x004.330, 1x005.329,"
GF12.004.00.6,LEGEND PLATE,,1,1,1,,,CRAVE,CRAVE,,,,,,,,", 1x004.337,"
GF12.005.00.5,LEGEND PLATE,,1,1,1,,,CRAVE,CRAVE,,,,,,,,", 1x005.334,"
GF12.007.00.4,LEGEND PLATE,,1,1,1,,,CRAVE,CRAVE,,,,,,,,", 1x007.328,"
GF12.008.00.4,LEGEND PLATE,,1,1,1,,,CRAVE,CRAVE,,,,,,,,", 1x008.328,"
GF12.009.00.2,LEGEND PLATE,,1,1,1,,,CRAVE,CRAVE,,,,,,,,", 1x009.320,"
GFM-2023-11,IGUS Iglide Metric Bushing,3.23,1,2,2,2,2,IGUS,IGUS, , ,45125,45161,45191,45208,55076,", 2x640.303,"
GK35N-B,ANGULAR GRIPPER,709.4,1,2,2,2,2,ZIMMER,ZIMMER, , ,N/A,45117,45147,45180,54979,", 1x654.310, 1x664.310,"
GN.15956,ELESA GN 300-30-M6-16-SW (GN.15956) twist lock handle,3.56,1,4,4,4,4,ELESA,ELESA, , ,45125,45162,45184,45184,55036,", 4x740.302,"
GN.16211,ELESA 300-45-M6-16-SW Threaded Adjustable Handle,3.61,1,2,2,2,2,ELESA,ELESA, , ,45125,45162,45184,45184,55036,", 2x213.301,"
GN.16291,Adjustable handles with threaded screw GN 300-63-M8-25-SW,6.44,1,12,12,20,20,Elesa,Elesa,, ,N/A,45196,45203,45203,55170,", 12x540.302,"
GN.26205,ELESA GN 322.3-125-B12-R Foldaway Aluminum Handwheel,51.89,1,8,8,8,8,ELESA,ELESA, , ,45125,45162,45184,45184,55036,", 1x141.303, 2x242.304, 1x253.303, 4x346.301,"
GN.26225,ELESA GN 322.3-160-B14-R Foldaway Aluminum Handwheel,62.34,1,6,6,6,6,ELESA,ELESA, , ,45125,45162,45184,45184,55036,", 3x345.301, 3x471.302,"
GN.30052,ELESA GN 30052 Burled Knob for M5,1.97,1,14,14,14,14,ELESA,ELESA, , ,N/A,45162,45184,45184,55075,", 7x343.321, 7x344.321,"
GN.67101,ELESA GN.67101 GN 927.2-63-M6-16-A-Z - Clamping Levers with Eccentrical Cam,1.06,1,16,16,16,16,ELESA,ELESA, , ,N/A,45162,45184,45184,55075,", 8x651.304, 8x652.304,"
GS-M51P,Keyence GS-M51P Mag Lock Unit,320,1,14,14,14,14,KEYENCE,KEYENCE, , ,N/A,45089,45114,45114,54936,", 14x121.303,"
GS-MA5M,Keyence GS-MA5M Actuator,70,1,14,14,14,14,KEYENCE,KEYENCE, , ,N/A,45089,45114,45114,54936,", 14x121.304,"
GS-P8C10,"Safety Interlock Switch Cable Standard, 8-pin, M12, 10m",100,1,14,14,14,14,KEYENCE,KEYENCE, , ,N/A,45089,45114,45114,54936,", 14x121.306,"
GS-P8CC1,"Safety Interlock Switch Cable Standard Extension, 8-pin, M12, 1m",88,1,4,4,4,4,KEYENCE,KEYENCE, , ,N/A,45089,45114,45114,54936,", 4x121.308,"
GS-P8CC5,"Safety Interlock Switch Cable Standard Extension, 8-pin, M12, 5m",100,1,9,9,9,9,KEYENCE,KEYENCE, ,  ,N/A,45089,45114,45114,54936,", 9x121.307,"
GS-P8LC1,"Safety Interlock Switch Cable Std.Extension,L-shaped,8-pin,M12,1m",45,1,14,14,14,14,KEYENCE,KEYENCE, , ,N/A,45089,45114,45114,54936,", 14x121.305,"
HCA-0.5X24.5-277-1850W-O11203,"CUSTOM CARTRIDGE HEATER 24.5"" LONG",254.8,1,4,4,6,6,ACROLAB,ACROLAB, , ,N/A,45001,45031,45031,54806,", 2x513.304, 2x523.304,"
HCA-0.5X26-277-2000W-O11203,"CUSTOM CARTRIDGE HEATER 26.0"" LONG",262.68,1,6,6,7,7,ACROLAB,ACROLAB, , ,N/A,45001,45031,45031,54804,", 2x413.304, 2x423.304, 1x453.304, 1x463.304,"
IS10E-40N06-6LP-A,SMC PRESSURE SWITCH W/ ADAPTER REED TYPE,44.82,1,1,1,1,1,SMC,AAP, , ,45126,45126,45140,45148,55002,", 1x160.310,"
ISO-1/2X26,"0.5” OD Isobar, 26” Long ",68,1,6,6,7,7,ACROLAB,ACROLAB, , ,N/A,45001,45031,45031,54804,", 2x413.303, 2x423.303, 1x453.303, 1x463.303,"
ISO-1/2X49,"0.5” OD Isobar, 49” Long ",98,1,2,2,3,3,ACROLAB,ACROLAB, , ,N/A,45001,45031,45031,54809,", 1x513.303, 1x523.303,"
ITV2050-312N4,SMC 2000 Size Electro-Pneumatic Regulato,348.6,1,4,4,4,4,SMC,AAP, , ,N/A,45099,45129,45129,54958,", 2x003.331, 2x218.301,"
JFRM-2525TR10X2,IGUS Drylin Lead Screw Nut,20.03,1,5,5,5,5,IGUS,IGUS, , ,45125,45161,45191,45208,55076,", 1x140.304, 1x243.305, 1x244.303, 2x245.301,"
JFRM-2835TR12X3,IGUS  Trap Lead Nut,23.47,1,6,6,6,6,IGUS,IGUS, , ,45154,45161,45191,45208,"6x55076, 2x55324",", 2x342.336, 1x343.322, 1x344.322, 1x650.309, 1x660.309,"
JFRM-2835TR16X4,IGUS Drylin Lead Screw Nut,27.9,1,6,6,6,6,IGUS,IGUS, , ,45154,45161,45191,45208,55076,", 1x410.301, 1x420.301, 1x430.301, 1x440.301, 1x450.301, 1x460.301,"
JFRM-3244TR24X5,IGUS Drylin Trapezoidal Nut w/ Flange,33.99,1,2,2,2,2,IGUS,IGUS, , ,45125,45161,45191,45208,55076,", 2x250.301,"
JT20,SMC FLOATING JOINT (M8 X 1.25),24.9415,1,4,4,4,4,SMC,AAP, , ,N/A,45042,45098,45140,54862,", 4x243.304,"
KB30GUU,"Nippon Linear Bearing, 30mm",32.76,1,32,32,32,32,Nippon,MOTION, , ,N/A,45176,45190,45188,55130,", 24x411.301, 8x511.301,"
